Time,Team,Operation,BuyVolume,SellVolume,EtfPosition,FuturePosition,EtfPrice,FuturePrice,TotalFees,AccountBalance,ProfitOrLoss,Status
4e-06,weridebikes_50323,Tick,0,0,0,0,,,0,0,0,OK
4e-06,Meeh_228,Tick,0,0,0,0,,,0,0,0,OK
4e-06,ArlandastadOrienteringsKlubb_201008,Tick,0,0,0,0,,,0,0,0,OK
4e-06,HuntingdonAssasins_271828,Tick,0,0,0,0,,,0,0,0,OK
4e-06,TheSpecial29_29,Tick,0,0,0,0,,,0,0,0,OK
4e-06,VUQRM_647829,Tick,0,0,0,0,,,0,0,0,OK
4e-06,Alpha_seeker1009_141592,Tick,0,0,0,0,,,0,0,0,OK
4e-06,HMHPS_109059,Tick,0,0,0,0,,,0,0,0,OK
0.216988,weridebikes_50323,Tick,0,0,0,0,,,0,0,0,OK
0.216988,Meeh_228,Tick,0,0,0,0,,,0,0,0,OK
0.216988,ArlandastadOrienteringsKlubb_201008,Tick,0,0,0,0,,,0,0,0,OK
0.216988,HuntingdonAssasins_271828,Tick,0,0,0,0,,,0,0,0,OK
0.216988,TheSpecial29_29,Tick,0,0,0,0,,,0,0,0,OK
0.216988,VUQRM_647829,Tick,0,0,0,0,,,0,0,0,OK
0.216988,Alpha_seeker1009_141592,Tick,0,0,0,0,,,0,0,0,OK
0.216988,HMHPS_109059,Tick,0,0,0,0,,,0,0,0,OK
0.533255,weridebikes_50323,Tick,0,0,0,0,,,0,0,0,OK
0.533255,Meeh_228,Tick,0,0,0,0,,,0,0,0,OK
0.533255,ArlandastadOrienteringsKlubb_201008,Tick,0,0,0,0,,,0,0,0,OK
0.533255,HuntingdonAssasins_271828,Tick,0,0,0,0,,,0,0,0,OK
0.533255,TheSpecial29_29,Tick,0,0,0,0,,,0,0,0,OK
0.533255,VUQRM_647829,Tick,0,0,0,0,,,0,0,0,OK
0.533255,Alpha_seeker1009_141592,Tick,0,0,0,0,,,0,0,0,OK
0.533255,HMHPS_109059,Tick,0,0,0,0,,,0,0,0,OK
0.714374,weridebikes_50323,Tick,0,0,0,0,,,0,0,0,OK
0.714374,Meeh_228,Tick,0,0,0,0,,,0,0,0,OK
0.714374,ArlandastadOrienteringsKlubb_201008,Tick,0,0,0,0,,,0,0,0,OK
0.714374,HuntingdonAssasins_271828,Tick,0,0,0,0,,,0,0,0,OK
0.714374,TheSpecial29_29,Tick,0,0,0,0,,,0,0,0,OK
0.714374,VUQRM_647829,Tick,0,0,0,0,,,0,0,0,OK
0.714374,Alpha_seeker1009_141592,Tick,0,0,0,0,,,0,0,0,OK
0.714374,HMHPS_109059,Tick,0,0,0,0,,,0,0,0,OK
1.036532,weridebikes_50323,Tick,0,0,0,0,,140400,0,0,0,OK
1.036532,Meeh_228,Tick,0,0,0,0,,140400,0,0,0,OK
1.036532,ArlandastadOrienteringsKlubb_201008,Tick,0,0,0,0,,140400,0,0,0,OK
1.036532,HuntingdonAssasins_271828,Tick,0,0,0,0,,140400,0,0,0,OK
1.036532,TheSpecial29_29,Tick,0,0,0,0,,140400,0,0,0,OK
1.036532,VUQRM_647829,Tick,0,0,0,0,,140400,0,0,0,OK
1.036532,Alpha_seeker1009_141592,Tick,0,0,0,0,,140400,0,0,0,OK
1.036532,HMHPS_109059,Tick,0,0,0,0,,140400,0,0,0,OK
1.257173,weridebikes_50323,Tick,0,0,0,0,140400,140400,0,0,0,OK
1.257173,Meeh_228,Tick,10,0,10,-10,140400,140400,281,-281,-281,OK
1.257173,ArlandastadOrienteringsKlubb_201008,Tick,0,0,0,0,140400,140400,0,0,0,OK
1.257173,HuntingdonAssasins_271828,Tick,0,0,0,0,140400,140400,0,0,0,OK
1.257173,TheSpecial29_29,Tick,0,10,-10,10,140400,140400,-140,-1860,-1860,OK
1.257173,VUQRM_647829,Tick,0,0,0,0,140400,140400,0,0,0,OK
1.257173,Alpha_seeker1009_141592,Tick,0,0,0,0,140400,140400,0,0,0,OK
1.257173,HMHPS_109059,Tick,0,0,0,0,140400,140400,0,0,0,OK
1.525882,weridebikes_50323,Tick,0,0,0,0,140500,140400,0,0,0,OK
1.525882,Meeh_228,Tick,10,0,10,-10,140500,140400,281,-281,719,OK
1.525882,ArlandastadOrienteringsKlubb_201008,Tick,0,0,0,0,140500,140400,0,0,0,OK
1.525882,HuntingdonAssasins_271828,Tick,0,10,-10,10,140500,140400,-140,140,-860,OK
1.525882,TheSpecial29_29,Tick,10,10,0,0,140500,140400,141,-3141,-3141,OK
1.525882,VUQRM_647829,Tick,0,0,0,0,140500,140400,0,0,0,OK
