Time,Team,Operation,BuyVolume,SellVolume,EtfPosition,FuturePosition,EtfPrice,FuturePrice,TotalFees,AccountBalance,ProfitOrLoss,Status
3e-06,AGGATraders_26,Tick,0,0,0,0,,,0,0,0,OK
3e-06,WWW_114514,Tick,0,0,0,0,,,0,0,0,OK
3e-06,AlphaPL_411325,Tick,0,0,0,0,,,0,0,0,OK
3e-06,JianJianShiMian_233333,Tick,0,0,0,0,,,0,0,0,OK
3e-06,PavGResearch_13,Tick,0,0,0,0,,,0,0,0,OK
3e-06,Khang_2605,Tick,0,0,0,0,,,0,0,0,OK
3e-06,LosingBot_3,Tick,0,0,0,0,,,0,0,0,OK
3e-06,BetaSigmaClub1_123,Tick,0,0,0,0,,,0,0,0,OK
0.271112,AGGATraders_26,Tick,10,1,9,-9,126200,,240,-2540,-2540,OK
0.271112,WWW_114514,Tick,0,0,0,0,126200,,0,0,0,OK
0.271112,AlphaPL_411325,Tick,0,0,0,0,126200,,0,0,0,OK
0.271112,JianJianShiMian_233333,Tick,0,0,0,0,126200,,0,0,0,OK
0.271112,PavGResearch_13,Tick,0,0,0,0,126200,,0,0,0,OK
0.271112,Khang_2605,Tick,0,10,-10,10,126200,,252,-4252,-4252,OK
0.271112,LosingBot_3,Tick,10,10,0,0,126200,,-252,2252,2252,OK
0.271112,BetaSigmaClub1_123,Tick,0,0,0,0,126200,,0,0,0,OK
0.49197,AGGATraders_26,Tick,10,10,0,0,126600,,126,-5126,-5126,OK
0.49197,WWW_114514,Tick,0,0,0,0,126600,,0,0,0,OK
0.49197,AlphaPL_411325,Tick,0,0,0,0,126600,,0,0,0,OK
0.49197,JianJianShiMian_233333,Tick,0,0,0,0,126600,,0,0,0,OK
0.49197,PavGResearch_13,Tick,9,0,9,-9,126600,,227,673,673,OK
0.49197,Khang_2605,Tick,0,10,-10,10,126600,,252,-4252,-4252,OK
0.49197,LosingBot_3,Tick,10,100,-90,90,126600,,-1390,-5610,-5610,OK
0.49197,BetaSigmaClub1_123,Tick,0,7,-7,7,126600,,-89,789,789,OK
0.74691,AGGATraders_26,Tick,10,10,0,0,126600,,126,-5126,-5126,OK
0.74691,WWW_114514,Tick,0,0,0,0,126600,,0,0,0,OK
0.74691,AlphaPL_411325,Tick,0,0,0,0,126600,,0,0,0,OK
0.74691,JianJianShiMian_233333,Tick,0,0,0,0,126600,,0,0,0,OK
0.74691,PavGResearch_13,Tick,9,12,-3,3,126600,,531,369,369,OK
0.74691,Khang_2605,Tick,0,10,-10,10,126600,,252,-4252,-4252,OK
0.74691,LosingBot_3,Tick,10,100,-90,90,126600,,-1390,-5610,-5610,OK
0.74691,BetaSigmaClub1_123,Tick,0,7,-7,7,126600,,-89,789,789,OK
0.98682,AGGATraders_26,Tick,10,10,0,0,126600,,126,-5126,-5126,OK
0.98682,WWW_114514,Tick,0,0,0,0,126600,,0,0,0,OK
0.98682,AlphaPL_411325,Tick,0,0,0,0,126600,,0,0,0,OK
0.98682,JianJianShiMian_233333,Tick,0,0,0,0,126600,,0,0,0,OK
0.98682,PavGResearch_13,Tick,9,12,-3,3,126600,,531,369,369,OK
0.98682,Khang_2605,Tick,0,10,-10,10,126600,,252,-4252,-4252,OK
0.98682,LosingBot_3,Tick,10,100,-90,90,126600,,-1390,-5610,-5610,OK
0.98682,BetaSigmaClub1_123,Tick,0,7,-7,7,126600,,-89,789,789,OK
1.259719,AGGATraders_26,Tick,10,10,0,0,126900,126700,126,-5126,-5126,OK
1.259719,WWW_114514,Tick,0,0,0,0,126900,126700,0,0,0,OK
1.259719,AlphaPL_411325,Tick,0,2,-2,2,126900,126700,-25,625,225,OK
1.259719,JianJianShiMian_233333,Tick,0,0,0,0,126900,126700,0,0,0,OK
1.259719,PavGResearch_13,Tick,9,12,-3,3,126900,126700,531,369,-231,OK
1.259719,Khang_2605,Tick,10,10,0,0,126900,126700,506,-7706,-7706,OK
1.259719,LosingBot_3,Tick,10,100,-90,90,126900,126700,-1390,-5610,-23610,OK
1.259719,BetaSigmaClub1_123,Tick,0,15,-15,15,126900,126700,-190,2490,-510,OK
1.529911,AGGATraders_26,Tick,10,10,0,0,126900,126800,126,-5126,-5126,OK
1.529911,WWW_114514,Tick,0,0,0,0,126900,126800,0,0,0,OK
1.529911,AlphaPL_411325,Tick,0,2,-2,2,126900,126800,-25,625,425,OK
1.529911,JianJianShiMian_233333,Tick,0,0,0,0,126900,126800,0,0,0,OK
1.529911,PavGResearch_13,Tick,9,12,-3,3,126900,126800,531,369,69,OK
1.529911,Khang_2605,Tick,10,10,0,0,126900,126800,506,-7706,-7706,OK
1.529911,LosingBot_3,Tick,10,100,-90,90,126900,126800,-1390,-5610,-14610,OK
1.529911,BetaSigmaClub1_123,Tick,0,15,-15,15,126900,126800,-190,2490,990,OK
1.743806,AGGATraders_26,Tick,10,20,-10,10,126600,126800,-1,-10999,-8999,OK
1.743806,WWW_114514,Tick,0,0,0,0,126600,126800,0,0,0,OK
1.743806,AlphaPL_411325,Tick,10,2,8,-8,126600,126800,228,5372,3772,OK
1.743806,JianJianShiMian_233333,Tick,0,0,0,0,126600,126800,0,0,0,OK
1.743806,PavGResearch_13,Tick,9,12,-3,3,126600,126800,531,369,969,OK
1.743806,Khang_2605,Tick,10,10,0,0,126600,126800,506,-7706,-7706,OK
1.743806,LosingBot_3,Tick,10,100,-90,90,126600,126800,-1390,-5610,12390,OK
1.743806,BetaSigmaClub1_123,Tick,0,15,-15,15,126600,126800,-190,2490,5490,OK
2.026443,AGGATraders_26,Tick,10,20,-10,10,126600,126800,-1,-10999,-8999,OK
2.026443,WWW_114514,Tick,0,0,0,0,126600,126800,0,0,0,OK
2.026443,AlphaPL_411325,Tick,10,2,8,-8,126600,126800,228,5372,3772,OK
2.026443,JianJianShiMian_233333,Tick,0,0,0,0,126600,126800,0,0,0,OK
2.026443,PavGResearch_13,Tick,9,12,-3,3,126600,126800,531,369,969,OK
2.026443,Khang_2605,Tick,10,10,0,0,126600,126800,506,-7706,-7706,OK
2.026443,LosingBot_3,Tick,10,100,-90,90,126600,126800,-1390,-5610,12390,OK
2.026443,BetaSigmaClub1_123,Tick,0,15,-15,15,126600,126800,-190,2490,5490,OK
2.257519,AGGATraders_26,Tick,10,20,-10,10,126600,126800,-1,-10999,-8999,OK
2.257519,WWW_114514,Tick,0,0,0,0,126600,126800,0,0,0,OK
2.257519,AlphaPL_411325,Tick,10,2,8,-8,126600,126800,228,5372,3772,OK
2.257519,JianJianShiMian_233333,Tick,0,0,0,0,126600,126800,0,0,0,OK
2.257519,PavGResearch_13,Tick,9,12,-3,3,126600,126800,531,369,969,OK
2.257519,Khang_2605,Tick,10,10,0,0,126600,126800,506,-7706,-7706,OK
2.257519,LosingBot_3,Tick,10,100,-90,90,126600,126800,-1390,-5610,12390,OK
2.257519,BetaSigmaClub1_123,Tick,0,15,-15,15,126600,126800,-190,2490,5490,OK
2.534576,AGGATraders_26,Tick,10,20,-10,10,126600,126800,-1,-10999,-8999,OK
2.534576,WWW_114514,Tick,0,0,0,0,126600,126800,0,0,0,OK
2.534576,AlphaPL_411325,Tick,10,2,8,-8,126600,126800,228,5372,3772,OK
2.534576,JianJianShiMian_233333,Tick,0,0,0,0,126600,126800,0,0,0,OK
2.534576,PavGResearch_13,Tick,9,12,-3,3,126600,126800,531,369,969,OK
2.534576,Khang_2605,Tick,10,10,0,0,126600,126800,506,-7706,-7706,OK
2.534576,LosingBot_3,Tick,10,100,-90,90,126600,126800,-1390,-5610,12390,OK
2.534576,BetaSigmaClub1_123,Tick,0,15,-15,15,126600,126800,-190,2490,5490,OK
2.734651,AGGATraders_26,Tick,10,30,-20,20,127300,126800,-128,-11872,-16952,OK
2.734651,WWW_114514,Tick,0,0,0,0,127300,126800,0,0,0,OK
2.734651,AlphaPL_411325,Tick,10,2,8,-8,127300,126800,228,5372,7404,OK
2.734651,JianJianShiMian_233333,Tick,0,0,0,0,127300,126800,0,0,0,OK
2.734651,PavGResearch_13,Tick,9,12,-3,3,127300,126800,531,369,-393,OK
2.734651,Khang_2605,Tick,10,10,0,0,127300,126800,506,-7706,-7706,OK
2.734651,LosingBot_3,Tick,10,100,-90,90,127300,126800,-1390,-5610,-28470,OK
2.734651,BetaSigmaClub1_123,Tick,0,15,-15,15,127300,126800,-190,2490,-1320,OK
3.021196,AGGATraders_26,Tick,10,30,-20,20,127300,127300,-128,-11872,-11872,OK
3.021196,WWW_114514,Tick,0,0,0,0,127300,127300,0,0,0,OK
3.021196,AlphaPL_411325,Tick,10,2,8,-8,127300,127300,228,5372,5372,OK
3.021196,JianJianShiMian_233333,Tick,0,0,0,0,127300,127300,0,0,0,OK
3.021196,PavGResearch_13,Tick,9,12,-3,3,127300,127300,531,369,369,OK
3.021196,Khang_2605,Tick,10,10,0,0,127300,127300,506,-7706,-7706,OK
3.021196,LosingBot_3,Tick,10,100,-90,90,127300,127300,-1390,-5610,-5610,OK
3.021196,BetaSigmaClub1_123,Tick,0,15,-15,15,127300,127300,-190,2490,2490,OK
3.242659,AGGATraders_26,Tick,10,30,-20,20,127400,127200,-128,-11872,-15872,OK
3.242659,WWW_114514,Tick,0,30,-30,30,127400,127200,764,2236,-3764,OK
3.242659,AlphaPL_411325,Tick,10,2,8,-8,127400,127200,228,5372,6972,OK
3.242659,JianJianShiMian_233333,Tick,0,0,0,0,127400,127200,0,0,0,OK
3.242659,PavGResearch_13,Tick,9,12,-3,3,127400,127200,531,369,-231,OK
3.242659,Khang_2605,Tick,10,10,0,0,127400,127200,506,-7706,-7706,OK
3.242659,LosingBot_3,Tick,10,100,-90,90,127400,127200,-1390,-5610,-23610,OK
3.242659,BetaSigmaClub1_123,Tick,0,20,-20,20,127400,127200,-63,2863,-1137,OK
3.527012,AGGATraders_26,Tick,10,30,-20,20,127700,127200,-128,-11872,-16952,OK
3.527012,WWW_114514,Tick,0,30,-30,30,127700,127200,764,2236,-5384,OK
3.527012,AlphaPL_411325,Tick,10,2,8,-8,127700,127200,228,5372,7404,OK
3.527012,JianJianShiMian_233333,Tick,0,0,0,0,127700,127200,0,0,0,OK
3.527012,PavGResearch_13,Tick,9,12,-3,3,127700,127200,531,369,-393,OK
3.527012,Khang_2605,Tick,10,12,-2,2,127700,127200,480,-7280,-7788,OK
3.527012,LosingBot_3,Tick,10,100,-90,90,127700,127200,-1390,-5610,-28470,OK
3.527012,BetaSigmaClub1_123,Tick,0,25,-25,25,127700,127200,-127,3427,-2923,OK
3.748422,AGGATraders_26,Tick,10,30,-20,20,127700,127400,-128,-11872,-16972,OK
3.748422,WWW_114514,Tick,0,30,-30,30,127700,127400,764,2236,-5414,OK
3.748422,AlphaPL_411325,Tick,10,2,8,-8,127700,127400,228,5372,7412,OK
3.748422,JianJianShiMian_233333,Tick,0,0,0,0,127700,127400,0,0,0,OK
3.748422,PavGResearch_13,Tick,9,12,-3,3,127700,127400,531,369,-396,OK
3.748422,Khang_2605,Tick,10,12,-2,2,127700,127400,480,-7280,-7790,OK
