Time,Team,Operation,BuyVolume,SellVolume,EtfPosition,FuturePosition,EtfPrice,FuturePrice,TotalFees,AccountBalance,ProfitOrLoss,Status
4e-06,HuntingdonAssasins_271828,Tick,0,0,0,0,,,0,0,0,OK
4e-06,HertaVernello_1,Tick,0,0,0,0,,,0,0,0,OK
4e-06,JDVSpecials_1,Tick,0,0,0,0,,,0,0,0,OK
4e-06,MarkovsMinions_4422,Tick,0,0,0,0,,,0,0,0,OK
4e-06,tangilo_330,Tick,0,0,0,0,,,0,0,0,OK
4e-06,BavarianBourseBandits_219000,Tick,0,0,0,0,,,0,0,0,OK
4e-06,JeanJacquesPidjacques_120302,Tick,0,0,0,0,,,0,0,0,OK
4e-06,SIAMA_131886,Tick,0,0,0,0,,,0,0,0,OK
0.285858,HuntingdonAssasins_271828,Tick,0,0,0,0,126400,,0,0,0,OK
0.285858,HertaVernello_1,Tick,0,0,0,0,126400,,0,0,0,OK
0.285858,JDVSpecials_1,Tick,0,1,-1,1,126400,,-13,13,13,OK
0.285858,MarkovsMinions_4422,Tick,0,0,0,0,126400,,0,0,0,OK
0.285858,tangilo_330,Tick,0,0,0,0,126400,,0,0,0,OK
0.285858,BavarianBourseBandits_219000,Tick,0,0,0,0,126400,,0,0,0,OK
0.285858,JeanJacquesPidjacques_120302,Tick,0,0,0,0,126400,,0,0,0,OK
0.285858,SIAMA_131886,Tick,0,0,0,0,126400,,0,0,0,OK
0.466542,HuntingdonAssasins_271828,Tick,0,0,0,0,126600,,0,0,0,OK
0.466542,HertaVernello_1,Tick,0,0,0,0,126600,,0,0,0,OK
0.466542,JDVSpecials_1,Tick,20,31,-11,11,126600,,113,887,887,OK
0.466542,MarkovsMinions_4422,Tick,0,0,0,0,126600,,0,0,0,OK
0.466542,tangilo_330,Tick,0,17,-17,0,126600,,-215,2152415,2152415,OK
0.466542,BavarianBourseBandits_219000,Tick,0,40,-40,40,126600,,-506,-1494,-1494,OK
0.466542,JeanJacquesPidjacques_120302,Tick,0,0,0,0,126600,,0,0,0,OK
0.466542,SIAMA_131886,Tick,0,0,0,0,126600,,0,0,0,OK
0.735803,HuntingdonAssasins_271828,Tick,0,0,0,0,126600,,0,0,0,OK
0.735803,HertaVernello_1,Tick,0,10,-10,10,126600,,253,747,747,OK
0.735803,JDVSpecials_1,Tick,20,31,-11,11,126600,,113,887,887,OK
0.735803,MarkovsMinions_4422,Tick,0,0,0,0,126600,,0,0,0,OK
0.735803,tangilo_330,Tick,0,34,-34,34,126600,,215,3185,3185,OK
0.735803,BavarianBourseBandits_219000,Tick,0,40,-40,40,126600,,-506,-1494,-1494,OK
0.735803,JeanJacquesPidjacques_120302,Tick,0,0,0,0,126600,,0,0,0,OK
